"Name","ID","data.classes","epoch","seed","optimizer_name","training.early_epoch","training.max_epoch","val_accuracy","val_loss","Runtime","End Time"
"magic-bush-761","an2st39s","[""trombone"",""mixing_bowl"",""chimpanzee""]","34","7721","Adam","19","35","0.8833333253860474","0.4976736307144165","212","2025-10-28T23:48:33.000Z"
"major-lion-760","v2bzosqh","[""dock"",""black_and_gold_garden_spider"",""sea_slug""]","51","5977","SGD","13","52","0.9182927012443542","0.4018117487430573","268","2025-10-28T23:45:00.000Z"
"unique-galaxy-759","vt9xl7by","[""bolete"",""chimpanzee"",""paddle""]","37","5134","Adam","19","38","0.8670588135719299","0.7408867478370667","218","2025-10-28T23:40:31.000Z"
"solar-wave-758","hdm0shjp","[""planetarium"",""vacuum"",""police_van""]","40","206","Adam","17","41","0.9100671410560608","0.4112340211868286","204","2025-10-28T23:36:52.000Z"
"stellar-salad-757","5yvd9dsy","[""barn_spider"",""American_lobster"",""otterhound""]","54","4488","SGD","14","55","0.9254385828971864","0.21518218517303467","105","2025-10-28T23:33:27.000Z"
"fresh-plant-755","33sylmr7","[""necklace"",""barometer"",""tow_truck""]","70","6938","Adam","15","71","0.916323721408844","0.493991881608963","346","2025-10-28T23:29:33.000Z"
"laced-feather-754","v3zo1dip","[""sewing_machine"",""mud_turtle"",""ruddy_turnstone""]","79","9062","Adam","18","80","0.8959537744522095","0.6309211254119873","438","2025-10-28T23:23:46.000Z"
"divine-bush-753","xnr50hey","[""strawberry"",""tow_truck"",""police_van""]","33","6910","SGD","13","34","0.8310214281082153","0.6411828398704529","184","2025-10-28T23:16:27.000Z"
"lunar-frost-752","6uvxnjms","[""breakwater"",""paddle"",""carpenter's_kit""]","79","502","Adam","10","80","0.7765362858772278","2.069413185119629","378","2025-10-28T23:13:22.000Z"
"feasible-spaceship-751","o18y7y0j","[""Siamese_cat"",""tow_truck"",""sea_slug""]","49","7385","SGD","10","50","0.9256080389022828","0.35193634033203125","233","2025-10-28T23:07:03.000Z"
"fresh-blaze-750","ybkbbldk","[""chimpanzee"",""breakwater"",""ant""]","19","1028","Adam","18","20","0.9056179523468018","0.3604495227336883","135","2025-10-28T23:03:09.000Z"
"swift-snow-749","zcn77gji","[""necklace"",""trombone"",""dock""]","37","3840","SGD","12","38","0.8180645108222961","0.6027327179908752","196","2025-10-28T23:00:52.000Z"
"upbeat-galaxy-748","pnwjpp03","[""barn_spider"",""ruddy_turnstone"",""pick""]","34","8110","Adam","18","35","0.8682170510292053","0.5757742524147034","164","2025-10-28T22:57:35.000Z"
"gallant-feather-747","qdj8kxar","[""trombone"",""bolete"",""ant""]","50","5056","Adam","16","51","0.826310396194458","0.8964115977287292","319","2025-10-28T22:54:50.000Z"
"morning-feather-746","0ga665e4","[""ant"",""ruddy_turnstone"",""sewing_machine""]","48","9762","SGD","16","49","0.8364717364311218","0.6343037486076355","299","2025-10-28T22:49:29.000Z"
"hearty-elevator-745","yw5fvzfy","[""lesser_panda"",""carpenter's_kit"",""black_and_gold_garden_spider""]","73","8154","Adam","10","74","0.9445910453796388","0.43456918001174927","368","2025-10-28T22:44:29.000Z"
"polar-sponge-744","7o7l0zz1","[""missile"",""Ibizan_hound"",""trombone""]","35","2731","SGD","14","36","0.8290155529975891","0.8438016772270203","156","2025-10-28T22:38:20.000Z"
"major-elevator-743","5rs1ak7d","[""crash_helmet"",""soft-coated_wheaten_terrier"",""paddle""]","58","8996","SGD","16","59","0.7931456565856934","0.8584504127502441","309","2025-10-28T22:35:43.000Z"
"easy-sea-742","y45qaeto","[""carpenter's_kit"",""barn_spider"",""lesser_panda""]","54","2454","Adam","17","55","0.8857142925262451","0.894512951374054","273","2025-10-28T22:30:33.000Z"
"fancy-frost-741","j22b7elx","[""barn_spider"",""pick"",""pug""]","41","7215","Adam","16","42","0.7861635088920593","1.1677849292755127","200","2025-10-28T22:25:59.000Z"
"leafy-puddle-740","y5eafhs5","[""crash_helmet"",""tow_truck"",""wire-haired_fox_terrier""]","64","3104","Adam","10","65","0.8649517893791199","1.1422381401062012","289","2025-10-28T22:22:38.000Z"
"tough-pond-739","od84w0ux","[""missile"",""pajama"",""tow_truck""]","61","8392","SGD","11","62","0.83580082654953","0.653400719165802","308","2025-10-28T22:17:48.000Z"
"misty-capybara-738","wy7jzube","[""planetarium"",""running_shoe"",""mud_turtle""]","48","6278","SGD","13","49","0.8456973433494568","0.5328755378723145","227","2025-10-28T22:12:39.000Z"
"glad-forest-737","0u0c6tvd","[""limpkin"",""mud_turtle"",""black_and_gold_garden_spider""]","74","3099","Adam","12","75","0.8700475692749023","0.7254826426506042","338","2025-10-28T22:08:51.000Z"
"elated-gorge-736","d7dikg6l","[""ant"",""running_shoe"",""lesser_panda""]","65","6184","SGD","10","66","0.7709611654281616","0.955111563205719","399","2025-10-28T22:03:12.000Z"
"crisp-sunset-735","rnj1kftn","[""police_van"",""running_shoe"",""acoustic_guitar""]","62","3561","Adam","12","63","0.8121721148490906","0.8275884985923767","392","2025-10-28T21:56:32.000Z"
"restful-star-734","lwmu2m4v","[""running_shoe"",""lesser_panda"",""acoustic_guitar""]","37","5892","SGD","17","38","0.8333333134651184","0.5856032967567444","255","2025-10-28T21:49:59.000Z"
"azure-sound-733","83zwsyna","[""cellular_telephone"",""otterhound"",""sewing_machine""]","20","391","Adam","18","21","0.8089743852615356","0.8318832516670227","128","2025-10-28T21:45:43.000Z"
"vocal-elevator-732","y353xxpt","[""bolete"",""chambered_nautilus"",""borzoi""]","26","6736","Adam","14","27","0.8991596698760986","0.46833959221839905","152","2025-10-28T21:43:34.000Z"
"still-dragon-731","dxafw09d","[""maillot"",""mixing_bowl"",""trombone""]","52","5618","Adam","19","53","0.781842827796936","1.1017190217971802","279","2025-10-28T21:41:01.000Z"
"resilient-disco-730","2tmss23p","[""otterhound"",""mashed_potato"",""schooner""]","49","5258","Adam","13","50","0.8611111044883728","0.8791060447692871","222","2025-10-28T21:36:21.000Z"
"worldly-surf-729","fcy1v3kd","[""red_wolf"",""ruddy_turnstone"",""breakwater""]","37","9687","Adam","18","38","0.9121171832084656","0.4407581984996796","212","2025-10-28T21:32:38.000Z"
"confused-fire-728","bz09l8eu","[""planetarium"",""red_wolf"",""sea_slug""]","24","2695","SGD","14","25","0.6611764430999756","1.5939757823944092","153","2025-10-28T21:29:05.000Z"
"golden-disco-727","s0ejeeu5","[""sewing_machine"",""pick"",""running_shoe""]","30","2027","Adam","18","31","0.7958333492279053","0.9234688878059388","212","2025-10-28T21:26:31.000Z"
"vibrant-river-726","fwxiz37s","[""Ibizan_hound"",""chambered_nautilus"",""limpkin""]","25","5463","SGD","13","26","0.9127358198165894","0.37864720821380615","98","2025-10-28T21:22:58.000Z"
"lively-paper-725","j8y7ytar","[""Siamese_cat"",""barn_spider"",""planetarium""]","78","2568","SGD","17","79","0.9076923131942748","0.3785918653011322","223","2025-10-28T21:21:19.000Z"
"curious-gorge-724","imd69viw","[""police_van"",""sea_slug"",""missile""]","79","8006","SGD","11","80","0.8899676203727722","0.39993786811828613","458","2025-10-28T21:17:35.000Z"
"mild-oath-723","ylyu1qbw","[""strawberry"",""running_shoe"",""dock""]","59","64","Adam","14","60","0.9317889213562012","0.3481684923171997","325","2025-10-28T21:09:56.000Z"
"feasible-leaf-722","9nrfzmpo","[""tow_truck"",""vacuum"",""mixing_bowl""]","53","2062","SGD","19","54","0.8319624066352844","0.6213529706001282","296","2025-10-28T21:04:30.000Z"
"crimson-valley-721","si7wfpor","[""Airedale"",""breakwater"",""barn_spider""]","57","5276","SGD","13","58","0.933660924434662","0.3695619702339173","191","2025-10-28T20:59:33.000Z"
"serene-haze-720","awmchuj1","[""necklace"",""mashed_potato"",""pajama""]","77","7208","Adam","16","78","0.91304349899292","0.5106741189956665","420","2025-10-28T20:56:21.000Z"
"blooming-snowflake-719","pvhl4i97","[""cellular_telephone"",""police_van"",""vacuum""]","41","8684","Adam","18","42","0.7740046977996826","1.127764105796814","256","2025-10-28T20:49:20.000Z"
"chocolate-glade-718","9xamwwql","[""canoe"",""strawberry"",""barn_spider""]","23","8571","Adam","12","24","0.9345238208770752","0.26469531655311584","133","2025-10-28T20:45:03.000Z"
"northern-gorge-717","7gbxsx91","[""running_shoe"",""pick"",""maillot""]","61","6331","SGD","11","62","0.7551319599151611","0.9708907008171082","288","2025-10-28T20:42:49.000Z"
"eager-sea-716","esbhbnko","[""wire-haired_fox_terrier"",""dock"",""strawberry""]","52","4859","SGD","19","53","0.9113043546676636","0.40502795577049255","222","2025-10-28T20:38:00.000Z"
"bright-voice-715","n43d8qd1","[""breakwater"",""maillot"",""running_shoe""]","60","4887","SGD","19","61","0.8725212216377258","0.5539891719818115","294","2025-10-28T20:34:17.000Z"
"peach-grass-714","3294fiow","[""barometer"",""mashed_potato"",""Ibizan_hound""]","38","9268","SGD","19","39","0.876379668712616","0.5077203512191772","145","2025-10-28T20:29:22.000Z"
"dashing-wave-713","0vnajpio","[""strawberry"",""trombone"",""mashed_potato""]","40","878","SGD","17","41","0.8965908885002136","0.4667990207672119","242","2025-10-28T20:26:56.000Z"
"summer-elevator-712","jwjf4xwc","[""limpkin"",""Ibizan_hound"",""cellular_telephone""]","56","8529","Adam","19","57","0.9406130313873292","0.25934311747550964","238","2025-10-28T20:22:53.000Z"
"upbeat-puddle-711","z3v7578s","[""carpenter's_kit"",""limpkin"",""barn_spider""]","56","7916","SGD","10","57","0.82833331823349","0.604428768157959","247","2025-10-28T20:18:54.000Z"
"rose-wave-710","7yd0o73c","[""police_van"",""necklace"",""maillot""]","59","6863","SGD","16","60","0.885625958442688","0.4698752462863922","274","2025-10-28T20:14:46.000Z"
"polished-sun-709","7mmxvz4m","[""trombone"",""chambered_nautilus"",""sewing_machine""]","56","7892","Adam","12","57","0.8422175049781799","0.9508355855941772","357","2025-10-28T20:10:10.000Z"
"dazzling-capybara-708","u7n5snyf","[""mud_turtle"",""barn_spider"",""Airedale""]","54","6439","Adam","11","55","0.8694362044334412","0.7076095342636108","174","2025-10-28T20:04:12.000Z"
"vibrant-firefly-707","wc4ed6bk","[""soft-coated_wheaten_terrier"",""canoe"",""tow_truck""]","51","7869","SGD","12","52","0.8352059721946716","0.6937595009803772","282","2025-10-28T20:01:17.000Z"
"vague-thunder-706","b6da9onp","[""running_shoe"",""vizsla"",""tow_truck""]","30","1016","SGD","11","31","0.8276863694190979","0.6540868282318115","213","2025-10-28T19:56:34.000Z"
"fanciful-blaze-705","nvtewf87","[""tow_truck"",""bolete"",""Angora""]","41","9467","Adam","19","42","0.9555950164794922","0.24949970841407776","188","2025-10-28T19:52:59.000Z"
"celestial-glade-704","sjjdol9a","[""vizsla"",""lesser_panda"",""sea_slug""]","71","7629","SGD","17","72","0.8275862336158752","0.6633854508399963","529","2025-10-28T19:49:50.000Z"
"dandy-river-703","a8ic47od","[""Appenzeller"",""lesser_panda"",""mixing_bowl""]","40","995","SGD","10","41","0.9318937063217164","0.3219558000564575","182","2025-10-28T19:41:00.000Z"
"lemon-grass-702","rf5vpbox","[""vizsla"",""tow_truck"",""canoe""]","55","4297","SGD","10","56","0.825630247592926","0.7360363602638245","340","2025-10-28T19:37:57.000Z"
"vivid-valley-701","vmbo8p37","[""vacuum"",""pug"",""barn_spider""]","68","161","Adam","12","69","0.8575342297554016","0.579728364944458","351","2025-10-28T19:32:16.000Z"
"valiant-pyramid-700","81bkktoj","[""American_lobster"",""vacuum"",""black_and_gold_garden_spider""]","33","5675","SGD","14","34","0.949532687664032","0.21982133388519287","145","2025-10-28T19:26:24.000Z"
"sage-mountain-699","o6kmtun0","[""pick"",""trombone"",""dock""]","47","6873","Adam","12","48","0.8205128312110901","0.9301201105117798","255","2025-10-28T19:23:58.000Z"
"dutiful-aardvark-698","jluivoeb","[""cellular_telephone"",""bolete"",""chimpanzee""]","52","9692","Adam","10","53","0.8776655197143555","0.5990108847618103","325","2025-10-28T19:19:42.000Z"
"morning-haze-697","1ic2m8jp","[""Siamese_cat"",""maillot"",""schooner""]","40","7989","Adam","10","41","0.924870491027832","0.5300791263580322","147","2025-10-28T19:14:16.000Z"
"pious-tree-696","qlduxga5","[""mashed_potato"",""sewing_machine"",""police_van""]","52","3843","Adam","12","53","0.9160221219062804","0.5983858108520508","324","2025-10-28T19:11:48.000Z"
"lyric-resonance-695","fwjj1slb","[""ruddy_turnstone"",""black_and_gold_garden_spider"",""crash_helmet""]","27","1021","SGD","11","28","0.8937931060791016","0.4152356088161469","154","2025-10-28T19:06:23.000Z"
"divine-cherry-694","eos2lb98","[""limpkin"",""mixing_bowl"",""planetarium""]","19","3073","Adam","17","20","0.7404129505157471","1.2833694219589231","115","2025-10-28T19:03:48.000Z"
"efficient-shadow-693","pjnu902b","[""indigo_bunting"",""necklace"",""trombone""]","79","7555","SGD","13","80","0.8574739098548889","0.5414116978645325","437","2025-10-28T19:01:52.000Z"
"fanciful-river-692","htg826qs","[""tow_truck"",""Siamese_cat"",""police_van""]","67","3943","Adam","10","68","0.8269617557525635","0.811826765537262","267","2025-10-28T18:54:34.000Z"
"desert-lion-691","uxbif1w1","[""missile"",""maillot"",""chambered_nautilus""]","23","1585","Adam","11","24","0.8927943706512451","0.360860139131546","114","2025-10-28T18:50:06.000Z"
"scarlet-armadillo-690","cbcd4fvr","[""barn_spider"",""carpenter's_kit"",""missile""]","56","3152","SGD","16","57","0.8171334266662598","0.641661524772644","246","2025-10-28T18:48:10.000Z"
"misunderstood-planet-689","w887nw65","[""chimpanzee"",""barn_spider"",""running_shoe""]","46","8226","SGD","17","47","0.8366271257400513","0.7576258778572083","240","2025-10-28T18:44:03.000Z"
"bumbling-aardvark-688","x9cdp5bi","[""Appenzeller"",""pug"",""American_lobster""]","35","775","Adam","13","36","1","7.727391704293042e-8","102","2025-10-28T18:40:02.000Z"
"swept-plasma-687","tcmjyvgi","[""crash_helmet"",""ant"",""chambered_nautilus""]","49","9670","SGD","14","50","0.78838711977005","0.748149573802948","258","2025-10-28T18:38:19.000Z"
"swift-paper-686","088va348","[""indigo_bunting"",""black_and_gold_garden_spider"",""sea_slug""]","60","7099","SGD","17","61","0.9185022115707396","0.35298269987106323","350","2025-10-28T18:34:00.000Z"
"vivid-sponge-685","xyxo8hja","[""Siamese_cat"",""planetarium"",""police_van""]","63","5486","SGD","10","64","0.9088729023933412","0.4158776104450226","216","2025-10-28T18:28:09.000Z"
"light-snow-684","ax56xxw9","[""cellular_telephone"",""borzoi"",""American_lobster""]","74","6235","Adam","19","75","0.9071146249771118","0.4563820660114288","293","2025-10-28T18:24:32.000Z"
"visionary-shape-683","9stqtj1b","[""Angora"",""mud_turtle"",""crash_helmet""]","52","9555","Adam","12","53","0.9349775910377502","0.35100504755973816","197","2025-10-28T18:19:38.000Z"
"toasty-galaxy-682","a1207dkb","[""strawberry"",""Angora"",""chimpanzee""]","58","7041","Adam","19","59","0.9916107654571532","0.024143822491168976","262","2025-10-28T18:16:20.000Z"
"devoted-wood-681","xt2efn8u","[""Siamese_cat"",""pajama"",""mud_turtle""]","35","2612","SGD","19","36","0.895348846912384","0.4680561125278473","131","2025-10-28T18:11:57.000Z"
"golden-aardvark-680","9s5sg081","[""maillot"",""ruddy_turnstone"",""mud_turtle""]","47","7513","SGD","13","48","0.8418367505073547","0.6060524582862854","205","2025-10-28T18:09:45.000Z"
"genial-donkey-679","ed3yjl6g","[""planetarium"",""breakwater"",""sea_slug""]","67","8433","Adam","11","68","0.9258837103843688","0.4096192121505738","393","2025-10-28T18:06:19.000Z"
"comfy-bee-678","mz31ib6c","[""pug"",""otterhound"",""mashed_potato""]","75","8792","SGD","13","76","0.8313252925872803","0.7169799208641052","303","2025-10-28T17:59:45.000Z"
"glad-rain-677","2tabnqe4","[""indigo_bunting"",""dock"",""canoe""]","53","5393","SGD","14","54","0.8270106315612793","0.7110579609870911","253","2025-10-28T17:54:41.000Z"
"swift-wood-676","s3qg7v19","[""police_van"",""Siamese_cat"",""Airedale""]","57","8838","Adam","15","58","1","0","149","2025-10-28T17:50:27.000Z"
"clean-thunder-675","kejt9p5q","[""maillot"",""pug"",""wire-haired_fox_terrier""]","61","3890","SGD","19","62","0.7489959597587585","1.0054571628570557","226","2025-10-28T17:47:56.000Z"
"tough-wildflower-674","twv7k8ou","[""mixing_bowl"",""sea_slug"",""wire-haired_fox_terrier""]","55","3556","SGD","19","56","0.859950840473175","0.5603605508804321","295","2025-10-28T17:44:09.000Z"
"sunny-firebrand-673","9h5elh8f","[""breakwater"",""black_and_gold_garden_spider"",""ruddy_turnstone""]","48","1528","Adam","16","49","0.9517906308174132","0.226955845952034","253","2025-10-28T17:39:13.000Z"
"silver-flower-672","z44jt02d","[""tow_truck"",""red_wolf"",""crash_helmet""]","62","1267","Adam","14","63","0.8109919428825378","0.8912109732627869","325","2025-10-28T17:34:59.000Z"
"lilac-resonance-671","5gphihlf","[""wire-haired_fox_terrier"",""mashed_potato"",""crash_helmet""]","51","7734","SGD","10","52","0.905537486076355","0.33531278371810913","221","2025-10-28T17:29:32.000Z"
"splendid-lion-670","xx6l3dpv","[""borzoi"",""Angora"",""planetarium""]","48","1899","Adam","13","49","0.8793969750404358","0.9510506987571716","167","2025-10-28T17:25:50.000Z"
"devoted-haze-669","4k9ahiet","[""Siamese_cat"",""running_shoe"",""pug""]","66","4658","Adam","16","67","0.8487544655799866","0.6366212964057922","280","2025-10-28T17:23:02.000Z"
"colorful-durian-668","wyu0xcfe","[""mud_turtle"",""chambered_nautilus"",""missile""]","30","3005","Adam","14","31","0.8578352332115173","0.7577465176582336","151","2025-10-28T17:18:21.000Z"
"hopeful-butterfly-667","c9uq1n4n","[""American_lobster"",""vizsla"",""necklace""]","39","2734","Adam","19","40","0.7863945364952087","1.6369907855987549","209","2025-10-28T17:15:49.000Z"
"fancy-sunset-666","km0h7zie","[""lesser_panda"",""mashed_potato"",""pick""]","48","189","SGD","19","49","0.9037758708000184","0.3528226315975189","261","2025-10-28T17:12:19.000Z"
"dark-snowflake-665","wavkx1wz","[""police_van"",""ruddy_turnstone"",""acoustic_guitar""]","19","9998","Adam","14","20","0.8917127251625061","0.4082671403884888","135","2025-10-28T17:07:57.000Z"
"playful-butterfly-664","ww11kmsw","[""barn_spider"",""acoustic_guitar"",""mixing_bowl""]","57","9167","Adam","13","58","0.8347613215446472","1.0086859464645386","319","2025-10-28T17:05:41.000Z"
"unique-terrain-663","cxlwk40b","[""borzoi"",""ruddy_turnstone"",""necklace""]","27","2747","Adam","10","28","0.889480710029602","0.5805442333221436","156","2025-10-28T17:00:21.000Z"
"floral-violet-662","d8y4k3re","[""pick"",""dock"",""breakwater""]","44","2047","SGD","14","45","0.7924811840057373","0.7711490988731384","202","2025-10-28T16:57:44.000Z"
"treasured-water-661","rpn0b99c","[""sewing_machine"",""dock"",""chambered_nautilus""]","59","7849","Adam","18","60","0.8733850121498108","0.713142991065979","313","2025-10-28T16:54:21.000Z"
"proud-lake-660","9a72voc0","[""carpenter's_kit"",""bolete"",""ant""]","65","2558","Adam","15","66","0.8262910842895508","0.924325942993164","375","2025-10-28T16:49:07.000Z"
"wandering-dew-659","qwfggbhk","[""Airedale"",""tow_truck"",""sewing_machine""]","19","9274","Adam","14","20","0.9004457592964172","0.34828314185142517","107","2025-10-28T16:42:51.000Z"
"desert-haze-658","yayd2qm5","[""soft-coated_wheaten_terrier"",""ant"",""pick""]","69","8666","Adam","12","70","0.8219954371452332","1.0383795499801636","394","2025-10-28T16:41:03.000Z"
"leafy-planet-657","xz54yh9w","[""indigo_bunting"",""running_shoe"",""vizsla""]","79","6396","SGD","19","80","0.90250962972641","0.37545081973075867","487","2025-10-28T16:34:28.000Z"
"iconic-donkey-656","r80um1h9","[""wire-haired_fox_terrier"",""ant"",""indigo_bunting""]","57","3385","SGD","12","58","0.8868194818496704","0.4059446454048157","265","2025-10-28T16:26:20.000Z"
"wild-lake-655","6q8qrm53","[""schooner"",""mixing_bowl"",""vizsla""]","72","4555","Adam","16","73","0.8937691450119019","0.6010779738426208","451","2025-10-28T16:21:54.000Z"
"dutiful-oath-654","d9ukwcj3","[""red_wolf"",""Airedale"",""Angora""]","79","1184","SGD","15","80","1","0.00007436619489453733","173","2025-10-28T16:14:22.000Z"
"toasty-wind-653","fr75qyt3","[""barn_spider"",""planetarium"",""breakwater""]","44","6420","Adam","14","45","0.8767123222351074","0.5990821123123169","196","2025-10-28T16:11:28.000Z"
"golden-plasma-652","r9hef8yb","[""planetarium"",""police_van"",""maillot""]","43","5051","SGD","16","44","0.8684684634208679","0.4400286078453064","176","2025-10-28T16:08:11.000Z"
"rose-monkey-651","7llmt0p6","[""tow_truck"",""crash_helmet"",""Angora""]","19","5311","Adam","10","20","0.881322979927063","0.3719356656074524","92","2025-10-28T16:05:14.000Z"
"grateful-firebrand-650","nqztq6hm","[""schooner"",""wire-haired_fox_terrier"",""dock""]","31","2433","SGD","14","32","0.8212927579879761","0.7359000444412231","130","2025-10-28T16:03:41.000Z"
"legendary-cosmos-649","fpuss3o0","[""sewing_machine"",""trombone"",""Airedale""]","38","6949","Adam","17","39","0.8415446281433105","0.8997666835784912","204","2025-10-28T16:01:29.000Z"
"spring-morning-648","szi4b1r9","[""planetarium"",""American_lobster"",""barometer""]","35","769","SGD","18","36","0.9157894849777222","0.3449196219444275","115","2025-10-28T15:58:04.000Z"
"stoic-sponge-647","g8jtmpu7","[""breakwater"",""Angora"",""American_lobster""]","50","1685","SGD","15","51","1","0.0001955385087057948","123","2025-10-28T15:56:08.000Z"
"dark-sky-646","w8qkzjnt","[""strawberry"",""red_wolf"",""Airedale""]","52","8322","Adam","11","53","0.9848197102546692","0.059115536510944366","211","2025-10-28T15:54:03.000Z"
"smart-dawn-645","u47yfwwp","[""otterhound"",""missile"",""vizsla""]","66","5578","SGD","10","67","0.8594936728477478","0.5004038214683533","330","2025-10-28T15:50:31.000Z"
"electric-armadillo-644","8yjy3nev","[""trombone"",""vizsla"",""indigo_bunting""]","57","4426","Adam","19","58","0.9029217958450316","0.5004099011421204","389","2025-10-28T15:45:00.000Z"
"worldly-grass-643","6ytk2l2l","[""bolete"",""tow_truck"",""soft-coated_wheaten_terrier""]","37","466","SGD","19","38","0.8759954571723938","0.4466552138328552","219","2025-10-28T15:38:30.000Z"
"devout-field-642","61bxaju8","[""American_lobster"",""carpenter's_kit"",""cellular_telephone""]","45","6265","Adam","10","46","0.8176352977752686","0.9703825116157532","181","2025-10-28T15:34:50.000Z"
"super-durian-641","ckt80js4","[""otterhound"",""Angora"",""paddle""]","35","5734","Adam","14","36","0.9164086580276488","0.5476676225662231","108","2025-10-28T15:31:48.000Z"
"pious-sky-640","1w55pn7c","[""red_wolf"",""missile"",""mixing_bowl""]","62","5191","Adam","18","63","0.8689188957214355","1.1062591075897217","312","2025-10-28T15:29:59.000Z"
"fancy-dew-639","xyapi86m","[""breakwater"",""police_van"",""pug""]","43","5390","Adam","16","44","0.9227696657180786","0.3665977120399475","232","2025-10-28T15:24:46.000Z"
"decent-planet-638","l550p4dc","[""ruddy_turnstone"",""soft-coated_wheaten_terrier"",""maillot""]","56","860","Adam","14","57","0.8868715167045593","0.7449140548706055","273","2025-10-28T15:20:53.000Z"
"dulcet-surf-637","d6dzj7aw","[""strawberry"",""barometer"",""crash_helmet""]","62","7270","SGD","19","63","0.844121515750885","0.6708168983459473","291","2025-10-28T15:16:19.000Z"